20160105X24817 | Accident | GAA16CA095 | 12/30/2015 | Fort Worth, TX | United States | 32.814444 | -97.364722 | FTW | FORT WORTH MEACHAM INTL | Non-Fatal | Substantial | Airplane | N2135B | PIPER | PA 28-161 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Probable Cause | 02/08/2016 | 
20151207X71739 | Accident | GAA16CA069 | 12/03/2015 | Mammoth, CA | United States | 37.624167 | -118.838889 | MMH | MAMMOTH YOSEMITE | Non-Fatal | Substantial | Airplane | N546C | PIPER | PA 46-350P | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 03/14/2016 | 
20151204X00005 | Accident | ERA16LA059 | 12/03/2015 | Raeford, NC | United States | 35.019723 | -79.191111 | 5W4 | P K Airport | Non-Fatal | Substantial | Airplane | N216PK | PACIFIC AEROSPACE CORP LTD | 750XL | No | 1 | Turbo Prop | Part 91: General Aviation |  | Skydiving |  |  |  |  | 1 | VMC | DESCENT | Preliminary | 12/15/2015 | 
20160126X21133 | Incident | DCA16WA072 | 12/03/2015 | Portela, Portugal | Portugal |  |  | LPPT | Portela Airport | Incident |  |  |  | BOEING | 737 | No |  |  |  |  |  |  |  |  |  | 180 |  |  | Foreign |  | 
20151207X74403 | Accident | CEN16WA056 | 12/03/2015 | Ljubljana, Slovenia, Slovenia | Slovenia |  |  |  |  | Fatal(1) | Destroyed | Airplane |  | PIPER | PA28R | No |  |  |  |  |  |  | 1 |  |  |  |  | APPROACH | Foreign |  | 
20151203X51629 | Accident | CEN16WA051 | 12/03/2015 | Lancashire, England, United Kingdom | United Kingdom | 53.777778 | -3.077778 |  |  | Fatal(1) | Substantial | Airplane |  | ROCKWELL | 114 | No |  |  | Non-U.S., Non-Commercial |  | Personal |  | 1 |  |  |  |  |  | Foreign |  | 
20151207X30322 | Accident | GAA16CA070 | 12/02/2015 | Sharon, KS | United States | 37.248889 | -98.473334 | N/A | Private Airstrip | Non-Fatal | Substantial | Airplane | N97537 | STINSON | 108 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 | 1 | VMC |  | Probable Cause | 03/14/2016 | 
20160112X00857 | Incident | DCA16WA049 | 12/02/2015 | Le Bourget, France | France |  |  |  | Le Bourget | Incident | Minor |  |  | BOMBARDIER | BD100 1A10 |  |  |  | Non-U.S., Commercial | NSCH |  |  |  |  |  |  |  | TAKEOFF | Foreign |  | 
20151202X31330 | Accident | GAA16CA066 | 12/01/2015 | West Point, VA | United States | 37.521111 | -76.775278 | FYJ | MIDDLE PENINSULA RGNL | Non-Fatal | Substantial | Airplane | N28295 | GRUMMAN AMERICAN AVN. CORP. | AA 5 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | IMC | APPROACH | Probable Cause | 03/14/2016 | 
20151202X00813 | Accident | ERA16LA055 | 12/01/2015 | Venice, FL | United States | 27.100000 | -82.433334 |  | N/A | Non-Fatal | Substantial | Helicopter | N8560M | ROBINSON | R22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  | 1 | 1 |  | VMC |  | Preliminary | 12/11/2015 | 
20151201X30530 | Accident | ERA16LA053 | 12/01/2015 | Opa Locka, FL | United States | 25.897222 | -80.089166 | KOPF | Opa Locka | Non-Fatal | Substantial | Airplane | N5568J | PIPER | PA-32 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 3 |  |  | VMC | TAKEOFF | Preliminary | 01/19/2016 | 
20151205X73626 | Accident | CEN16LA053 | 12/01/2015 | Englewood, CO | United States | 39.570278 | -104.821945 | KAPA | Centennial | Non-Fatal | Substantial | Glider | N145VS | PIPISTREL | VIRUS | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | APPROACH | Factual | 07/26/2016 | 
20151202X92233 | Accident | GAA16CA065 | 11/29/2015 | Avalon, CA | United States | 33.402500 | -118.420278 | AVX | CATALINA | Non-Fatal | Substantial | Airplane | N99210 | CESSNA | T210N | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 4 |  | VMC | LANDING | Probable Cause | 02/08/2016 | 
20151130X61148 | Accident | DCA16CA026 | 11/29/2015 | St Louis, MO | United States | 0.000000 | 0.000000 | KSTL | Lambert | Non-Fatal |  | Airplane | N467WN | BOEING | 737 7H4 | No | 2 | Turbo Fan | Part 121: Air Carrier | SCHD |  | SOUTHWEST AIRLINES CO |  | 1 |  | 147 | IMC | DESCENT | Probable Cause | 04/20/2016 | 
20151207X80727 | Accident | CEN16WA057 | 11/29/2015 | Farnborough, FN | United States |  |  |  |  | Non-Fatal | Substantial | Airplane |  | CESSNA | 560 | No |  |  |  |  |  |  |  |  |  | 2 |  | APPROACH | Foreign |  | 
20151216X02025 | Accident | GAA16CA081 | 11/28/2015 | Salisbury, NC | United States | 35.645833 | -80.520278 | RUQ | ROWAN COUNTY | Non-Fatal | Substantial | Airplane | N2000R | CESSNA | 182 | No | 1 | Reciprocating | Part 91: General Aviation |  | Skydiving |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 04/05/2016 | 
20151209X14947 | Accident | GAA16CA072 | 11/27/2015 | Oldtown, MD | United States | 39.560000 | -78.620000 |  | N/A | Non-Fatal | Substantial | Airplane | N531VS | SKAGGS RONNIE LYNN | RANS S6S | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Probable Cause | 03/14/2016 | 
20151203X75717 | Accident | ERA16CA057B | 11/27/2015 | Farmington, DE | United States | 38.849444 | -75.612778 | D74 | CHORMAN | Non-Fatal | Substantial | Airplane | N201HK | MOONEY | M20J | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC |  | Probable Cause | 01/15/2016 | 
20151203X75717 | Accident | ERA16CA057A | 11/27/2015 | Farmington, DE | United States | 38.849444 | -75.612778 | D74 | CHORMAN | Non-Fatal | Substantial | Airplane | N53488 | BOEING | A75N1(PT17) | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC |  | Probable Cause | 01/15/2016 | 
20151201X31241 | Accident | ANC16CA009 | 11/27/2015 | Manley Hot Springs, AK | United States | 64.400000 | -151.410000 |  | N/A | Non-Fatal | Substantial | Airplane | N7176A | CESSNA | 172 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 05/03/2016 | 
20151201X72017 | Accident | ERA16LA054 | 11/26/2015 | Destin, FL | United States | 30.400000 | -86.471389 | DTS | Destin Executive | Non-Fatal | Substantial | Helicopter | N7512N | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 4 | VMC | OTHER | Preliminary | 12/15/2015 | 
20151127X32317 | Accident | DCA16WA025 | 11/26/2015 | Mexico City, Mexico | Mexico |  |  |  | Mexico City | Unavailable | Substantial |  |  | BOEING | 737 |  |  |  |  |  |  |  |  |  |  |  |  | LANDING | Foreign |  | 
20151125X60031 | Accident | WPR16LA033 | 11/25/2015 | Wickenburg, AZ | United States | 33.964167 | -112.809444 | E25 | WICKENBURG MUNI | Non-Fatal | Substantial | Airplane | N7PM | PIPER | PA 28-140 |  | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Preliminary | 12/08/2015 | 
20151124X85143 | Accident | WPR16LA032 | 11/24/2015 | Carlisle, WA | United States | 47.147777 | -124.071945 |  | N/A | Non-Fatal | Substantial | Helicopter | N50713 | HUGHES | 369D | No |  | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | VMC |  | Preliminary | 12/01/2015 | 
20151130X95414 | Accident | GAA16CA064 | 11/24/2015 | Gaithersburg, MD | United States | 39.170834 | -77.169445 | GAI | MONTGOMERY COUNTY AIRPARK | Non-Fatal | Substantial | Airplane | N52632 | CESSNA | 172 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20151125X65746 | Accident | GAA16CA063 | 11/24/2015 | Hamlet, NE | United States | 40.381389 | -101.210278 | None | Private Airstrip | Non-Fatal | Substantial | Airplane | N8983X | CESSNA | 182D | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20151125X30625 | Accident | GAA16CA061 | 11/24/2015 | Fort Morgan, CO | United States | 40.248055 | -103.918334 |  | N/A | Non-Fatal | Substantial | Airplane | N842MC | MELVIN K CALLEN | BACKCOUNTRY SUPERCUB | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20151124X61620 | Accident | ERA16LA051 | 11/24/2015 | Lawrenceville, GA | United States | 33.978056 | -83.962500 | LZU | Gwinnet County Airport | Non-Fatal | Substantial | Airplane | N3971R | PIPER | PA28 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  | 1 | 1 |  | VMC | TAKEOFF | Probable Cause | 03/14/2016 | 
20151203X25726 | Accident | ERA16CA056 | 11/24/2015 | Danbury, CT | United States | 41.371389 | -73.482223 | DXR | Danbury Municipal Airport | Non-Fatal | Substantial | Airplane | N771BT | CIRRUS DESIGN CORP | SR22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | APPROACH | Probable Cause | 03/14/2016 | 
20151216X05156 | Accident | CEN16LA064 | 11/24/2015 | Sulpher, LA | United States |  |  | UXL | Southland Field Airport | Non-Fatal | Substantial | Airplane | N5312G | CESSNA | 305A |  | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 | 1 | VMC | LANDING | Preliminary | 01/19/2016 | 
20151124X65446 | Accident | DCA16CA023 | 11/23/2015 | Philadelphia, PA | United States | 39.880834 | -75.253056 |  | N/A | Non-Fatal |  | Airplane | N725UW | AIRBUS INDUSTRIE | A319 112 | No | 2 | Turbo Fan | Part 121: Air Carrier | SCHD |  | AMERICAN AIRLINES INC |  | 1 | 1 |  | VMC |  | Probable Cause | 04/20/2016 | 
20160125X65325 | Accident | GAA16CA111 | 11/22/2015 | Covington, TN | United States | 35.582778 | -89.587222 | M04 | COVINGTON MUNI | Non-Fatal | Substantial | Airplane | N5786R | CESSNA | 172 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20151124X02712 | Accident | GAA16CA060 | 11/22/2015 | Hudson, CO | United States | 40.104167 | -104.701944 | 18V | PLATTE VALLEY AIRPARK | Non-Fatal | Substantial | Airplane | N12WB | BEECH | 56 |  | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 6 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20151125X05054 | Accident | ERA16LA052 | 11/22/2015 | Albany, NY | United States | 42.748333 | -73.118611 | ALB | ALBANY INTL | Non-Fatal | Substantial | Airplane | N600VP | BEECH | 95 B55 |  |  |  | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Preliminary | 12/07/2015 | 
20151123X22132 | Accident | ERA16LA046 | 11/22/2015 | Ft. Meade, MD | United States | 39.085277 | -76.759444 | FME | Tipton | Non-Fatal | Substantial | Airplane | N5512Q | MOONEY | M20E | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Preliminary | 11/30/2015 | 
20151127X31751 | Accident | DCA16WA024 | 11/22/2015 | Osh, Kyrgyzstan | Kyrgyzstan | 40.608889 | 72.793055 | UCFO | Osh Airport | Non-Fatal | Substantial | Airplane |  | BOEING | 737 | No |  |  |  |  |  |  |  |  |  | 160 | IMC | LANDING | Foreign |  | 
20151124X35420 | Accident | ANC16WA008 | 11/22/2015 | Annaka City, Japan | Japan |  |  |  |  | Fatal(2) | Destroyed | Helicopter |  | ROBINSON | R22 | No |  |  |  |  |  |  | 2 |  |  |  |  | MANEUVERING | Foreign |  | 
20151123X80926 | Accident | ANC16WA007 | 11/22/2015 | New Taipei City, Taiwan | Taiwan |  |  |  |  | Fatal(2) | Destroyed |  |  | BELL | 206 |  |  |  |  |  |  |  | 2 |  |  |  |  | MANEUVERING | Foreign |  | 
20151202X05945 | Accident | WPR16WA034 | 11/21/2015 | Fox Glacier, New Zealand | New Zealand |  |  |  |  | Fatal(7) | Substantial | Helicopter |  | EUROCOPTER | AS350 | No |  |  |  |  |  |  | 7 |  |  |  |  |  | Foreign |  | 
20151121X72704 | Accident | ERA16LA045 | 11/21/2015 | Monroe, NC | United States | 35.070834 | -80.566389 | 9NC3 | EDWARDS | Non-Fatal | Substantial | Airplane | N28365 | PHANTOM AERONAUTICS | PHANTOM X 1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | MANEUVERING | Preliminary | 12/11/2015 | 
20151130X10625 | Accident | CEN16WA049 | 11/21/2015 | Guatemala City, Guatemala | Guatemala |  |  |  | La Aurora International Airpor | Unavailable | Destroyed | Airplane |  | PIPER | PA31 | No |  |  |  |  |  |  |  |  |  |  |  | TAKEOFF | Foreign |  | 
20151123X54714 | Accident | CEN16WA048 | 11/21/2015 | Justo Romero, Nicaragua | Nicaragua | 11.881667 | -86.112500 |  | N/A | Non-Fatal | Substantial | Helicopter |  | BELL | 407 | No |  | Turbo Shaft | Non-U.S., Non-Commercial |  | Unknown |  |  |  |  | 3 |  | CRUISE | Foreign |  | 
20151120X31605 | Accident | ERA16FA043 | 11/20/2015 | Orlando, FL | United States | 28.520000 | -81.404444 | KORL | Orlando Executive | Fatal(2) | Destroyed | Airplane | N7FG | BEECH | A36TC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC |  | Preliminary | 11/30/2015 | 
20151228X35743 | Accident | CEN16CA070 | 11/20/2015 | Rush City, MN | United States | 45.698055 | -92.951667 | ROS | RUSH CITY RGNL | Non-Fatal | Substantial | Airplane | N1180U | CESSNA | 172 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 02/08/2016 | 
20151119X00825 | Accident | WPR16LA030 | 11/19/2015 | La Verne, CA | United States | 34.091666 | -117.781667 | POC | BRACKETT FIELD | Non-Fatal | Substantial | Airplane | N91HC | CESSNA | T210N | No |  | Reciprocating | Part 91: General Aviation |  | Aerial Observation |  |  | 1 |  |  | VMC | APPROACH | Preliminary | 12/08/2015 | 
20151119X01129 | Incident | WPR16IA031 | 11/19/2015 | Coalinga, CA | United States | 36.235833 | -120.230556 | 3O8 | Harris Ranch Airport | Incident | Minor | Airplane | N9824G | CESSNA | 210 | No | 1 | Turbo Prop | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | TAKEOFF | Preliminary | 11/20/2015 | 
20151119X93456 | Accident | GAA16LA056 | 11/19/2015 | Apple Valley, CA | United States | 34.599166 | -117.190555 |  | N/A | Non-Fatal | Substantial | Helicopter | N36RX | AIRBUS | EC135 | No | 2 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | REACH AIR MEDICAL SERVICES, LLC |  |  |  | 5 | VMC | LANDING | Factual | 03/10/2016 | 
20151120X34159 | Accident | ERA16FA044 | 11/19/2015 | North Salem, NY | United States | 41.324723 | -73.637222 | DXR | Danbury Municipal | Fatal(2) | Destroyed | Airplane | N9318Q | BEECH | F33A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | IMC | APPROACH | Preliminary | 11/23/2015 | 
20151118X05037 | Accident | WPR16FA029 | 11/18/2015 | Carlsbad, CA | United States | 33.127223 | -117.280000 | CRQ | MC CLELLAN-PALOMAR | Fatal(2) | Substantial | Helicopter | N711BE | AIRBUS HELICOPTERS | AS350B3E | No |  |  | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | LANDING | Preliminary | 11/30/2015 | 
20151119X24130 | Accident | GAA16CA054 | 11/17/2015 | Fowlerville, MI | United States | 42.718611 | -84.062222 | 65G | MAPLE GROVE | Non-Fatal | Substantial | Airplane | N84157 | AERONCA | 7AC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 12/17/2015 | 
20151123X43041 | Accident | ERA16WA047 | 11/17/2015 | Choco, Colombia | Colombia | 8.505556 | -77.273334 | SKAD | Acandi | Fatal(2) | Destroyed | Airplane |  | CESSNA | 402B | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  | 2 | 8 |  |  | VMC | TAKEOFF | Foreign |  | 
20151118X20221 | Accident | CEN16WA044 | 11/17/2015 | San Carlos, Nicaragua | Nicaragua | 11.128334 | -84.670556 |  | N/A | Fatal(3) | Destroyed | Helicopter |  | BELL | 206 | No | 1 |  | Non-U.S., Non-Commercial |  | Business |  | 3 |  |  |  |  | UNKNOWN | Foreign |  | 
20151124X31751 | Accident | GAA16CA059 | 11/16/2015 | Westminster, MD | United States | 39.608333 | -77.007500 | DMW | CARROLL COUNTY RGNL/JACK B POA | Non-Fatal | Substantial | Airplane | N26499 | CESSNA | 172R | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20151123X12442 | Accident | GAA16CA057 | 11/16/2015 | Eufaula, AL | United States | 31.951389 | -85.128889 | EUF | WEEDON FIELD | Non-Fatal | Substantial | Airplane | N9649S | CHAMPION | 7ECA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20151117X75807 | Accident | GAA16CA051 | 11/16/2015 | Portland, OR | United States | 45.585833 | -122.608889 | PDX | PORTLAND INTL | Non-Fatal | Substantial | Airplane | N555RG | PIPER | PA 31-350 | No | 2 | Reciprocating | Part 135: Air Taxi & Commuter | NSCH |  | Ameriflight LLC. (DBA: Ameriflight) |  |  |  | 1 | VMC | TAXI | Probable Cause | 04/05/2016 | 
20160104X32147 | Accident | CEN16WA075 | 11/16/2015 | Zihuatanejo, Mexico | Mexico | 17.601389 | -101.460278 |  |  | Non-Fatal | Substantial | Airplane |  | LEARJET | 60 | No |  |  |  |  |  |  |  |  |  | 2 |  |  | Foreign |  | 
20151120X64809 | Incident | CEN16LA047 | 11/16/2015 | Goshen, IN | United States | 41.526667 | 85.793333 | GSH | Goshen Municipal | Incident | Minor | Helicopter | N88HA | EUROCOPTER | EC120B | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Preliminary | 12/03/2015 | 
20151117X72052 | Accident | CEN16FA042 | 11/16/2015 | Sandia Park, NM | United States | 35.000000 | -106.000000 |  |  | Fatal(3) | Destroyed | Airplane | N2440R | Cessna | 182G | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 3 |  |  |  | IMC |  | Preliminary | 11/30/2015 | 
20151123X43413 | Accident | GAA16CA058B | 11/15/2015 | Greeley, CO | United States | 40.437500 | -104.633334 | GXY | GREELEY-WELD COUNTY | Non-Fatal | Minor | Airplane | N70522 | PIPER | J3C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAXI | Probable Cause | 03/14/2016 | 
20151123X43413 | Accident | GAA16CA058A | 11/15/2015 | Greeley, CO | United States | 40.437500 | -104.633334 | GXY | GREELEY-WELD COUNTY | Non-Fatal | Substantial | Airplane | N4256Q | CESSNA | 172 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Probable Cause | 03/14/2016 | 
20151116X55444 | Accident | ERA16LA041 | 11/15/2015 | Morganton, NC | United States | 35.820278 | -81.611389 | MRN | Foothills Regional Airport | Non-Fatal | Substantial | Airplane | N7035Z | WOODROW LARRY W | SONEX | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 02/17/2016 | 
20151117X83015 | Accident | CEN16LA043 | 11/15/2015 | Shawano, WI | United States | 44.712778 | -88.549166 |  | N/A | Non-Fatal | Substantial | Airplane | N10UU | HICKHAM JOHN | LANCAIR IV P | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  |  | LANDING | Preliminary | 12/09/2015 | 
20151210X60219 | Accident | GAA16CA074 | 11/14/2015 | Palm Springs, CA | United States | 33.831389 | -116.509167 | PSP | PALM SPRINGS INTL | Non-Fatal | Substantial | Airplane | N2112Q | CESSNA | 177 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20151125X30741 | Accident | GAA16CA062 | 11/14/2015 | Morganton, NC | United States | 35.761111 | -81.723889 |  | N/A | Non-Fatal | Substantial | Airplane | N1204L | CONSOLIDATED  AERONAUTICS INC. | LAKE LA-4 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 03/14/2016 | 
20151116X65940 | Accident | GAA16CA049 | 11/14/2015 | Carlsbad, CA | United States | 33.128334 | -117.280000 | CRQ | MC CLELLAN-PALOMAR | Non-Fatal | Substantial | Airplane | N9872 | CURTISS WRIGHT | Travel Air | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  |  | 3 | VMC |  | Probable Cause | 03/14/2016 | 
20151119X62354 | Accident | CEN16WA046 | 11/14/2015 | Gorliz, Spain | Spain |  |  |  |  | Non-Fatal | Substantial |  |  | CESSNA | 172N | No |  |  |  |  |  |  |  | 1 | 2 |  |  |  | Foreign |  | 
